A5;A10;A20;A40;globale
1,451300826;2,011531176;2,18588792;1,458044448;9,229242269
-1,310147039;-1,247546309;-1,036516667;-1,271128721;0,344153987
1,955737656;2,199260081;0,349075349;1,845807;8,613398166
-0,672632539;1,138910237;1,313954839;-0,102502263;5,511373208
-0,672225079;0,637586417;1,860106689;0,513644977;6,100331479
1,607748184;1,489039423;0,082998038;-0,17740175;6,386556112
0,634408625;-0,125915873;0,335526114;0,310840075;5,22027491
0,256964139;-0,400584412;-2,38642936;-1,106715939;1,477836437
-0,014566664;-1,205393828;0,324411062;0,599143329;2,631164643
-0,130862499;-0,388884858;0,469433641;-0,309900858;3,486975686
0,032445744;-0,07037809;-0,186951586;0,139363849;4,07204645
0,236496569;-0,57849413;-0,537344207;-0,254408369;3,001120825
-0,720646956;0,595335562;1,145691578;0,127725199;4,766771579
0,386979789;0,990802999;2,105863136;0,823692244;7,030340027
1,877635065;0,892550621;-0,886721014;-0,046447122;4,958823864
-0,065846832;-0,602183169;0,264384229;0,514944894;4,543327707
-0,306578653;0,458750182;0,45704231;0,548269798;5,348631944
-0,528076545;-0,620494282;-0,996018012;0,410805426;2,962556903
0,830777377;0,777866775;0,985543508;0,669746635;6,310134839
1,127734333;-0,209961474;-0,390071625;2,393135748;5,772409662
0,826858779;-0,109661001;-0,126325259;0,62022745;5,296039403
-1,68736614;-1,86692193;0,034713615;-1,391413462;0,773926067
0,220018935;0,261638015;0,883751031;0,981893169;5,627581767
1,865661433;2,065514077;-0,893340059;-0,575569677;6,340130458
0,188619697;0,296044305;1,230924767;0,22806125;5,240786629
-0,02599879;0,74102734;0,120770001;-0,000118377;4,419720854
1,318207642;0,374973497;0,428380334;0,101104611;5,60777934
0,315461051;0,509768396;-0,089308089;-1,473679291;4,280277598
0,252057797;0,280072515;-0,615352121;0,330051164;4,768325213
0,671771491;-0,395977947;-0,480638887;-0,175414709;3,683202
0,98212703;0,640767471;0,806740205;-0,835100332;5,259887479
0,306218175;-0,223833327;-0,778464097;0,198950515;3,985586324
-0,304545069;-1,026799921;-0,878923793;-0,826504239;2,121862749
1,222503032;0,529660141;0,306370519;0,502309757;5,996165161
-0,451485373;-0,530231638;0,409418718;1,136343379;4,242125575
-0,55072474;-0,278583041;1,925364102;0,668026686;5,568123861
-1,203489731;-0,483050221;0,256539138;-0,325146628;3,128684609
-0,390105076;-0,149021351;-0,529164294;-0,329864189;3,552649942
1,594667694;1,1530013;1,107236487;1,362317563;7,939903961
1,210244792;0,28480532;1,067042246;1,552937803;6,865295962
-0,491998623;0,025601004;1,346046199;2,034501036;5,350623507
-0,622649097;-0,863085014;0,504992746;0,060268081;3,437207277
0,369225421;-0,057972077;-0,425733376;0,566803232;4,378711053
0,361730777;1,126508483;-0,2218354;0,316785707;5,889511432
0,038556731;0,009173047;-0,159831413;-0,551577335;4,307309149
-0,935375734;-0,631649684;0,016219847;-1,011645362;2,876214249
0,112771188;-0,143622744;0,026244059;0,623050592;5,022566266
0,244460064;1,475524402;2,284720126;0,26669814;7,163167368
-0,684338919;-0,908906455;-1,348815849;-0,583802058;0,853273745
-0,619933929;-1,131606885;-0,128641686;0,006161816;3,269028619
1,668459562;1,399799664;0,446180592;-0,268073126;6,366318098
0,89396807;1,172739015;0,399457796;-0,372927514;5,655402565
0,718453687;-0,07512914;-1,02028672;0,223514878;4,239481729
1,040548348;0,541651563;0,924420198;-0,757893616;5,494689806
-0,332043496;-0,060613335;-0,013820423;0,534641026;4,390210345
2,973405907;2,709503168;1,114758073;0,707358402;9,711869918
-0,307989527;-1,083120751;0,508157341;1,04928627;3,477505182
-0,434141125;-0,453188242;1,357068418;0,465735265;4,568425486
-0,550843681;0,194107988;-0,589561839;-1,393771569;3,068379494
0,293118157;0,895341774;-1,418992789;-1,540033119;3,30414327
0,807945183;0,867045486;0,754905258;0,789979496;6,627635911
0,998225598;2,428602617;1,469234513;-0,304489732;7,682306807
-0,201141655;1,025170432;1,209557439;0,999458342;6,527426012
1,240053659;1,503918235;1,051444596;1,81713116;7,809625364
0,818116907;0,355747481;0,176002951;0,254146741;5,365055413
0,537788013;0,953091627;-0,156237362;0,774749019;5,824066442
-1,02210999;-0,794650798;-1,291940739;0,745898119;2,483823966
0,924860628;0,476157904;1,058053352;0,954883645;6,665713461
-1,602609062;-0,630610545;-0,052487662;0,419555001;2,641445137
-1,519386583;-0,856366743;0,060270681;0,34064002;2,696747104
1,567572296;0,626901274;1,459101819;0,510067494;6,972403673
1,413968287;0,912511766;-0,000380039;-0,065306789;5,529420767
0,045117341;0,070233004;0,104984667;0,371342046;4,041825621
0,984447219;1,478032021;-0,563091275;0,882097684;6,344030673
-0,374225109;-0,648492991;-1,221098325;0,145744824;2,12526479
0,089141781;-0,169757367;0,034928064;2,000159775;5,117748054
-1,410057095;-1,683464574;-0,323375518;-0,112371426;1,849279289
0,777146578;0,973958193;1,605822126;1,214726115;7,1370149
1,397101689;0,482174208;-1,021482874;1,129533016;5,828813754
1,033737152;1,308844654;0,187241337;0,413260465;6,799236805
-1,158620852;-1,259805216;0,494169014;1,412175229;3,492523794
2,068678539;1,125965659;0,097916397;0,516364183;7,014825459
-0,209018967;0,20852299;-0,313787277;-0,605370916;4,190748119
-0,304372677;-0,404450008;0,615617134;-0,773040261;3,463831655
-0,463465363;-0,453178081;-0,381199405;0,720317551;3,108275
1,476083484;3,238305557;1,169873979;2,140190229;9,482145822
-0,110917444;-1,364878407;-0,874592765;-0,697480155;1,894718348
-0,128924987;0,351598417;-0,508738931;-0,710467657;3,564673551
1,458132359;1,251916605;-0,013237672;0,861035965;7,03623197
2,420518913;2,28366596;1,34257711;-0,125740513;8,69375294
1,441690935;1,470498254;-0,630494873;-0,037649848;5,683720963
-0,501241363;-0,21592986;0,870936249;0,076011502;4,085834256
-0,245508106;-0,765735485;-0,647200444;-0,182835327;3,026584586
0,127437319;0,747282694;0,497149973;-0,397213597;4,848998778
0,031288581;1,265822615;0,537053969;0,237165227;5,300689267
-0,49430979;0,337234706;0,946392723;0,704521334;5,273154102
-1,619993003;-1,37695621;-0,858788861;0,142440008;1,896044835
-0,776181124;0,389654918;1,762192646;0,811128453;5,85145961
0,911324563;0,776401645;0,932883793;0,570180315;6,68880327
-0,652939335;-0,624831401;0,05461735;0,174594784;3,634269159
0,125798794;0,589360991;0,716179447;0,860102482;5,590278424
0,629390472;0,890393547;-0,366901565;0,303859074;5,532207241
0,91148038;0,018737889;0,794658893;0,487779951;6,133482614
1,471344766;-0,405302878;-1,60805145;-0,479345812;3,868092766
1,473937782;1,704304696;1,775389751;1,598865563;9,093965004
1,866563358;1,669752404;0,949595692;1,657410809;8,144780364
0,302855135;0,213054737;-0,101017143;1,744880062;5,014105858
-0,792977008;0,071998745;-0,172647797;0,152194537;3,962508292
0,907661823;1,434712455;2,245512103;1,339135842;8,158512959
0,604941102;0,624115787;0,024151897;0,126582904;5,800280302
0,998173395;0,062406393;-0,428189945;1,136815439;5,29453459
-0,062357076;-0,594404859;-0,582421345;-0,81904776;2,566923262
0,627940058;0,824570615;-0,639009419;1,348828745;5,607477856
-1,890603313;-1,421184478;0,314119267;-1,365995558;0,748779657
1,709599743;1,931155996;0,094684252;0,503040504;7,720567986
0,498325854;0,272868038;0,784143607;1,273050544;5,922547674
0,622599042;-0,127775016;1,599112188;0,344390469;6,285032116
1,771230766;1,570735992;1,237129285;1,500608012;7,683505403
1,158853725;1,806326664;2,765923216;1,852626436;8,631216513
-0,276756073;0,020107799;0,735822229;-0,054881572;4,834232604
-1,903799954;-1,112154412;-1,944974007;-0,814119599;0,290988493
0,357485808;-0,140329446;0,797723847;-0,053904165;4,377964288
0,757301035;0,850652994;1,492389743;0,534798645;7,316454935
0,272045165;0,328941285;1,480464439;1,11431535;6,214540928
0,587079919;0,78764322;0,342021441;-1,848835376;4,970521706
2,025079556;0,778021216;0,766802089;0,526741965;6,855965844
0,960753451;0,51134611;0,769516462;0,241190281;6,056527896
0,682902775;1,510762683;1,443367944;0,518046912;7,31290937
2,662484659;2,200262575;1,135112275;0,951409727;9,436335394
-0,511725772;0,03810575;0,455724392;0,647250124;4,7244216
-0,387966717;-0,866131129;-0,646207551;-1,08464273;2,547302143
1,102864616;1,4024621;2,229389925;0,524077607;7,320196526
0,255855036;-0,868833424;0,198358405;-0,09906132;3,800191383
0,660693767;-0,03280406;0,744029124;0,919929664;5,916174744
0,795026521;1,134595488;0,475158373;0,782601172;6,387513411
0,634070693;0,875993325;1,811715254;0,484239077;7,070758756
-0,45467979;-0,22748202;0,332703823;1,172773082;4,645966894
0,85195209;0,385847464;0,607579071;1,182196358;6,308776693
0,474992475;-1,167679171;-1,436453841;0,299938181;2,737640454
1,301030187;1,116347171;0,715164855;1,336848865;7,667017708
-0,651745309;-0,462514303;0,822817778;1,027671065;4,479730775
0,105621666;-0,20977017;0,615081578;-0,389031621;4,102754137
-0,013085747;1,02662327;0,852558769;0,375679997;5,62290786
0,520241936;-0,460074158;0,529801686;-0,086810919;4,400618076
-0,476161403;-0,785324419;-0,656829557;-0,08490946;2,605309686
-0,75735262;-1,503620469;0,749672147;0,545893521;3,41612105
1,501409641;0,335344715;0,584575187;1,703310208;6,877738143
0,503152718;0,40387818;0,444943679;1,050865576;6,09742866
1,83898941;0,105955011;-0,621727;-0,344088284;5,359493091
0,312426752;0,484837433;1,096330367;2,135274547;6,019045569
0,095278254;-0,320233522;-1,204184531;0,148306631;2,918572919
0,800638024;1,326950668;0,462400648;-0,094447772;5,651883728
2,435208432;2,148780958;1,646393244;1,551077291;9,483074275
0,320631299;0,405719997;-0,399191155;1,803308724;5,400372747
2,49085412;2,20815158;2,859906384;1,605718686;10,29834379
0,973797642;1,400657557;0,788765147;0,791159965;7,098875053
-0,926746826;-1,680961191;-1,029312998;-0,570240807;1,449229496
0,78706233;-0,193247919;0,798517313;-0,614786558;5,219960225
-0,204825755;0,032314273;1,8031563;-0,16034326;5,281567973
-0,940817185;-0,106173587;0,005672604;1,254567517;4,134758002
-0,029268106;0,902787607;2,305593451;0,057992365;6,864839191
0,402768114;0,637013733;0,056340186;-0,162302608;5,276506648
-0,249820518;-0,318488646;-0,572591016;0,397823637;3,016887902
-0,373153077;-0,225442394;-1,158436373;-1,586856953;2,208833237
0,294933631;0,569816348;0,541141388;1,023710345;4,80444836
-0,175147629;0,774376172;1,149271024;1,07675651;5,489964694
1,50159676;0,829800792;0,3410069;0,384645358;6,386099337
0,845390812;0,62719725;1,311871772;0,45488954;5,893944757
-0,065719327;-0,181924402;-0,683165256;0,461043638;3,657018206
0,000281137;-0,64550609;-0,616713737;-0,226284841;2,551011338
-0,573397277;1,708503022;1,683424495;0,45107389;7,049010393
0,949362185;0,903103405;1,621311106;0,327784975;7,070543962
-0,215481645;-0,29203006;0,526985241;-0,472636769;4,106475096
-0,287272404;-1,45294443;-0,63878387;-0,248963986;2,0826164
1,381531052;1,093412173;0,414324989;-0,721392388;6,126335271
-1,494526174;-1,402445652;0,603188792;0,207964813;2,74064338
-1,082023444;-0,854847748;-0,777505885;-0,231500394;2,081750278
1,788268234;1,563894799;-1,406988379;-0,067120793;5,767826244
0,99370309;1,140293116;1,248090371;1,483354685;7,686893004
0,921625538;1,113839264;0,940661033;0,172463578;6,568355593
-0,89599023;-0,856204259;-0,301038899;-1,417038338;2,112086157
-0,55979338;-0,400572127;1,301213769;0,685081018;4,743474006
1,596998172;1,054366945;0,028527459;-0,136954954;6,418462487
0,321641284;-0,432829195;-0,340318577;1,644692946;4,529385858
1,341212486;1,208350183;-0,585664292;1,245325702;6,297192647
-0,173553762;-0,631858573;-1,067852764;0,554843877;3,505903616
0,498911018;0,443445297;0,930584549;0,356653991;5,022854534
-0,079215369;-0,191588612;-1,567579558;-1,362091148;2,372143858
0,423699387;0,825141273;0,837037412;0,438550779;6,115747551
-0,252783165;-0,592066237;-0,43537974;-0,130971391;3,04674349
0,293991766;0,507163117;0,792790609;0,06595888;5,647476568
0,018519155;0,527363325;-0,395996037;-0,845881579;4,261888486
0,137345831;0,092260765;-0,079365027;-1,503307505;3,910996729
-0,844658806;-0,957788632;1,67558791;0,20508591;3,993123811
-1,485926186;-0,700955754;1,337803705;0,04617491;3,509402605
0,234773008;-0,090019951;0,422275956;0,443012017;4,72767103
-0,274001603;0,165156003;0,401660341;0,040097757;4,71177488
-0,035693884;0,730662565;0,800355377;0,312899427;5,49903189
0,387426597;-0,307931545;-0,75374309;-0,098332719;3,503214355
0,370389088;0,619852252;-0,457608374;0,260230642;4,31024397
-0,111325788;-0,42526091;-1,029608392;1,013895946;3,698970467
1,157989899;1,292416094;0,652731724;1,54606231;7,735806761
-1,352334524;-0,398367331;0,882163182;-0,57674084;3,21994072
-2,480049639;-2,392706433;-1,701123979;0,57441795;-0,291047243
-0,67265474;0,816071982;0,938971494;-0,586988034;4,982071168
-0,977005799;-0,986373532;1,198174425;0,227262618;3,15161903
2,074244254;1,592655323;0,971019435;-0,025495574;7,302529549
-0,527560985;-0,317657906;0,095127951;0,210947066;3,792102739
-0,05608803;1,012798996;0,276371914;-0,205179827;4,977097597
-1,810730936;-0,824816919;-0,152559208;0,758994629;2,341609889
1,303484826;-0,002946583;1,43693777;-0,278189491;5,675275436
0,167319402;-0,760926726;0,278919372;0,829964344;3,613396645
-0,700762828;-1,420746465;-0,243428783;-0,876530942;1,855808213
-0,447433952;-0,277486671;0,186335883;0,069337113;3,472078294
-0,322721259;0,388682829;-0,590569121;-0,072098933;3,967309245
0,795731598;0,359640025;0,515989951;-0,066122247;4,316710408
0,499504474;0,585293878;-1,31837931;-1,677573177;2,526445308
0,111622705;1,020579327;1,648050549;1,655686625;7,532282806
0,618010288;0,862889903;0,860857498;0,884288588;6,617680626
1,514851948;0,773041725;-0,579141827;1,46531654;6,714164073
0,437205538;1,353708494;1,447293388;1,852304926;7,505005881
-1,382164463;-1,326441181;-0,312885123;1,412131862;2,863348954
-0,30108796;-0,017556365;0,896125373;0,644439105;4,81922198
1,031966899;1,605103755;0,839026637;0,269381674;5,991181081
0,640195296;1,004565384;1,05911613;0,223845274;6,833958879
0,0470357;-0,000990215;-1,292404165;-1,437096674;1,896290997
0,29656514;0,786496227;0,484559067;1,665656451;6,334417368
-0,585526076;-0,81230178;-0,163114262;0,993525213;3,430662009
-0,471597571;-0,561447489;0,412974212;0,480223085;3,684447841
0,105088923;0,143569151;0,126565373;-0,6308272;4,011335563
-1,040551837;-0,641507731;0,794741353;-0,694980106;2,580708805
0,674267434;1,47109668;0,392500057;-0,861262236;5,938501451
0,814190313;0,10138225;-0,49982542;-0,549818376;4,670284519
1,213782738;0,411984593;1,406782724;0,863844582;7,001356909
2,009970644;1,553956882;0,704016353;1,680841541;8,639948353
-0,626843963;0,673328029;0,785921076;-0,166358268;4,590034884
-1,105059354;-0,583703355;1,129718733;1,306000367;4,596163119
0,410778578;0,59222908;1,687623554;0,371198443;6,280339426
1,192741111;1,161322309;0,317547248;1,585977601;7,277073175
-0,078156802;-0,626174733;1,603880063;0,570310213;4,687454766
0,220798157;-0,915120141;1,082087225;-1,15459185;3,479135164
-0,294401723;-0,261538611;1,116389892;0,379749202;4,942394638
1,402952595;0,532040356;0,592454345;-0,004275182;5,371267836
0,542715295;0,404393653;0,702756334;0,381584792;5,246953307
0,912647142;1,054949046;0,816112471;-0,294659547;5,472659904
-1,028042824;-0,254626891;0,00479173;-0,044945936;3,246516279
0,747817336;0,458686394;-0,121729944;0,582672539;5,019678765
0,812597956;-0,189787687;-0,239302681;-0,235547303;3,715746116
1,189100854;0,949233727;0,347253027;-1,042028733;4,914588989
1,120792635;0,180918374;0,240097486;0,040161162;5,987613327
2,010159095;1,639650045;0,033325319;-0,556162513;6,786518895
0,131353208;0,234286517;0,131735856;0,308181168;4,76582015
1,302489106;0,331472835;-0,705409924;1,58154652;5,950494594
-0,177859557;0,774817265;1,481349826;-0,625840591;5,157307741
0,86677274;1,557920339;0,122620195;0,511439802;5,293571351
0,88768308;1,31522065;1,468435885;-0,236841936;6,330337964
0,269313878;0,987079971;-0,192607539;-0,777988876;4,252391452
0,325392687;0,33627399;-1,084190851;0,256253452;4,088012665
0,598135717;-0,176883854;-1,5342125;-1,044740136;3,078291303
0,772631529;1,169393218;-1,056802178;-0,817503821;5,072560986
-0,754060306;-0,369518325;-0,407095095;-0,10786214;3,149410864
1,951831482;1,16444354;-1,130584157;-1,679266143;5,549919601
1,614555533;1,175955691;0,445031021;1,246061536;7,511128357
-0,4773232;0,787865474;0,525092194;1,732732163;6,044037861
-0,742269922;0,153268474;1,426722674;0,460834083;5,251124585
0,414070325;1,86788434;1,799655857;1,618020779;8,094960935
-1,288591006;-0,911696885;-0,193619636;-1,990907005;1,472977105
0,423550049;1,781477895;2,879577058;0,271681382;8,251679368
-0,008658359;0,87861739;-0,248264097;1,454975101;5,584700891
0,964862091;0,958126298;1,596984307;-0,031814069;6,780009095
0,221585646;-0,82734377;-0,885452819;0,459703575;3,459621351
-0,064005019;0,533786604;-0,385544855;-0,760033867;3,854619369
-0,223633696;0,827838534;0,995000899;0,264600279;5,658688442
-0,598707202;-0,605162496;-0,007437706;-1,288235655;2,926444756
-0,408237629;-0,313186473;-0,66573491;-0,31648752;3,061421681
-1,453819184;0,189313521;1,239896651;0,063858561;3,821804721
-1,199346521;-0,59925101;-0,683442158;-0,784051986;1,788665004
0,570477031;0,266910171;-1,431351221;-0,932090744;2,7609629
0,546542862;0,518531263;1,338038624;0,873170776;6,683181686
-0,169075873;0,706205395;0,402736507;-0,210499515;5,136653171
-0,932163943;0,144081421;0,434734483;1,032593122;4,562517442
1,045409541;0,465841816;0,534543079;-0,512235169;5,445437853
-0,371182068;0,409462096;-1,218108516;-0,366490515;2,988901288
-0,219182818;0,596356641;0,717077043;0,565185969;4,99441759
-0,582529204;-0,032225121;1,803724109;-0,091523574;4,931611697
-0,304421769;-1,161734615;-0,482358545;1,502052543;3,505212761
0,887805346;0,533106546;0,307355681;0,688812465;5,831067567
1,935466514;1,425722294;1,317248066;0,558876977;7,620520057
-0,16793836;-0,124035889;0,587931074;0,354900327;4,632070028
0,279053039;0,357959817;0,234325992;-1,176275753;4,109941805
-0,999667334;-1,039949623;0,470390682;0,7000009;3,245530624
0,697993328;0,563351001;0,249904143;0,540933187;5,396538899
0,738388011;0,308737563;0,89078737;0,424670323;6,087538974
-0,389235663;-0,796310223;-0,577497606;2,074529571;4,146367571
1,024342532;0,123980258;-1,624253851;0,861086953;4,539933399
-0,316210922;0,657528477;-0,099421253;-0,063074576;4,776571063
-0,234940212;-1,100524568;-0,502710254;-0,588008318;2,277652599
-0,525585273;0,565597925;-0,06289127;-0,500441008;3,249408045
1,200781504;0,826760269;1,348661286;0,375412475;6,90904521
0,885342689;0,148440189;-0,278001333;1,007281659;5,683511207
-0,256458821;0,786060099;1,888939318;0,569051493;6,293054172
-0,614912716;0,239518961;-0,074741754;1,644854286;4,768658541
0,219864011;-0,541242775;1,223568673;0,834756274;5,250843824
-1,720142321;-1,774433935;-1,401382838;-0,877659883;0,136369882
2,193415365;1,830398266;-0,183642523;0,33882889;7,307333067
0,718558843;-0,119926585;-1,020247957;0,829810521;3,731141609
1,081775464;0,607892252;0,565278626;0,823538551;5,84441408
0,243409488;0,289375442;1,571781084;1,470834539;6,514403882
0,397935671;0,536418147;-0,043429549;-0,356041169;4,551474997
1,162150411;1,281932163;0,32340578;-2,349384491;5,484110093
-0,121307067;0,909998734;1,251831114;0,891556333;5,97832205
1,295880786;1,205795628;0,949629594;0,612658818;6,612594292
-0,139878239;0,578344468;-0,713309043;-0,352972497;4,12161043
0,969761802;-0,263462511;-0,599387655;0,403491724;4,834136354
-0,891581211;-0,438172169;-0,037550191;1,966982927;4,303133122
-1,211411388;-1,444022147;1,036065186;0,728436752;2,857188457
0,392912123;-0,214809665;2,375080128;1,705620443;5,727102293
1,220753965;-0,713417221;-1,724478657;-1,471691217;2,429399278
1,302005403;0,508316196;-0,545621963;-2,326454141;4,129484744
-0,197225696;0,861300452;1,141979907;1,316172533;5,32838898
0,792636822;0,581137367;-0,288689044;0,892221755;5,674432008
1,331839131;-0,833225493;-0,700970751;0,305195669;4,003086188
-1,962681669;-1,867308554;-0,039755081;0,951728017;1,889597563
-1,134909706;-1,73769507;-1,442710291;0,347358397;0,962940842
0,642133586;1,328185558;1,740587927;1,024777563;7,757157601
0,898053431;0,071334634;1,021957514;2,254860316;7,042846083
0,103425686;0,225260482;1,175976615;1,142229245;5,389652463
-1,604780326;-2,143610346;-0,421398797;-1,562213633;0,142884226
-0,054013515;-0,640926668;-0,182674262;1,276353682;3,949101638
0,411807442;-0,059803695;2,182163878;1,501203287;6,989383471
0,031802527;0,928994138;0,379634209;0,230567737;5,12428039
1,677857088;1,359341286;0,996495126;0,000521824;7,00249012
0,824604174;0,834703721;1,603468805;-0,444906889;6,59073514
0,190568017;0,338047952;0,336542875;0,084484544;4,793565243
-0,31585626;-0,839169672;-2,145965851;0,413418345;2,247106395
1,041807924;-0,940572692;-1,283859259;-0,220418852;2,701882036
1,678612958;0,631109671;0,739991207;1,777429983;7,050607744
-0,023230774;-0,194987933;0,998465578;0,414675232;5,246265665
-0,144695133;-1,504139627;0,186758424;0,625825236;2,590084017
1,565805297;0,921837139;-0,171349851;-0,307040846;6,020021044
2,185213749;1,959765271;0,770683922;-0,409558584;7,657438886
-0,339333121;-0,710447626;-0,532967677;0,238990909;3,284919138
-0,721148701;-0,1242431;-0,640167448;1,258448408;3,895958162
-0,325180458;-0,476400054;-0,17562182;1,310062635;3,950478887
-0,656732701;0,913669273;1,099157081;1,310277689;6,033077518
1,518608693;0,132371457;1,173899284;-1,968988476;5,072890164
0,485293906;1,968402201;0,645245287;0,840805531;7,489732968
-0,57671577;0,374260179;1,51125526;2,319434249;6,689118655
-0,98997465;-1,246987188;-0,6530785;-0,557972407;1,899269183
1,268570177;1,745117792;2,092528933;1,502416672;7,950361636
0,032481913;0,451993472;0,234085015;-0,092932917;5,061533284
1,383028467;1,686382177;0,231420185;0,373445428;6,384086252
0,001670496;-0,090703842;1,213529376;2,607080064;6,315050797
1,894425442;1,735825414;1,706397081;-0,098177464;7,720278532
-0,121811656;-0,703134881;-0,560824105;-0,70230286;3,006010011
0,289713493;0,370179356;1,649729909;1,077503159;5,928612575
0,441565017;1,166091013;1,47060255;0,915975524;7,032639083
0,659150449;0,406401755;-0,580311001;0,886713328;5,214326654
0,960262736;0,316615728;-0,077958375;0,381319137;5,036145978
1,107613237;0,421295475;0,558931881;-0,418364066;5,450496359
0,664501429;0,164496051;1,263729197;-0,732213014;5,164252943
0,139561151;-1,403195838;-0,461145101;-0,19093317;2,684284265
-0,62584802;-0,53918986;0,675576663;-0,152964997;3,233634853
1,841101957;1,274856583;1,374266163;-1,377141554;6,991207635
0,218845673;0,031683735;0,374738612;1,775867452;5,904289206
-0,058728619;-0,331432302;-0,013135242;0,640147167;4,244296869
-0,978152546;-0,684281675;0,196708543;0,176605168;3,274867909
0,884922495;0,551781866;-0,992566428;0,028894172;3,527779348
-0,132525199;-0,578568539;0,246987284;-1,386456031;2,801278505
-0,040859245;-0,181896714;0,715570976;0,712571285;4,587999282
-1,075816548;0,131135986;-1,544484118;0,877650414;2,632675543
0,00787906;-0,96150721;0,195378736;0,731838542;3,796423796
1,270020722;1,700525539;1,2283034;0,545598505;7,252017307
-0,260242088;-0,071025803;0,484980001;-0,087175989;4,282663868
1,009112008;0,354222535;-0,080479742;-0,242804955;5,115879014
1,24164612;1,036649958;1,39959571;0,395416037;6,981745161
0,021997364;-0,507984914;2,130581979;0,548213834;5,027369915
1,0403274;1,213813996;1,283930591;1,029374735;7,128251174
0,104171498;0,074092123;0,42060064;-0,271180087;4,94365232
0,012836323;0,062458644;-0,151698496;-1,248989811;3,327181315
-2,506990272;-1,576417209;0,907393175;1,897348122;2,55209235
-0,598922257;0,036678265;-1,410822772;0,405852701;3,058740647
0,504022812;0,286346248;-0,256921604;-0,581486678;4,753546911
-1,315842393;-1,261325848;0,253814044;0,510403824;2,472618881
0,288587975;0,821654588;0,259324954;-0,284657715;5,231759212
0,088548431;-0,980732727;-1,990424797;-0,1068893;2,429957104
0,570127242;0,938560392;-0,18126395;0,235008279;5,232068245
0,174183263;0,263405068;-0,306338343;-0,458756399;4,392704082
0,580314953;-0,097517439;-0,629207085;0,13815248;4,425770147
-0,8168545;-0,311832217;1,257850002;1,333861504;4,617460872
2,05742453;2,627655674;2,103013942;1,113082885;10,22844152
0,705850423;1,306536152;2,043147408;1,768796177;7,741725802
1,465824961;1,049547888;0,152059677;1,232107192;6,789686484
0,16353738;0,320634877;-0,454666629;0,448031062;4,317169206
-0,588882028;-1,492975512;-1,166420233;1,535760482;2,300916698
0,197988817;0,922311056;-0,207294767;0,29976124;5,161262006
-1,399023;-0,552905884;0,222390902;1,251191707;2,714165169
1,209477295;1,973026629;1,557079897;1,745867794;8,327368834
0,723071251;1,338441579;0,826540861;-0,215376772;6,017895536
0,408738677;-0,229099585;0,308791249;1,620548214;4,774883194
0,636890637;0,709808183;0,54090214;0,220738465;5,720655907
1,615547081;1,741055295;1,673605785;0,442348254;8,424714781
0,853869463;-0,292119559;2,416345579;1,867587021;6,956614446
0,130878123;-0,330673351;-0,031160666;0,28340994;4,048222476
0,919401641;1,125258409;-0,293343765;0,940735243;6,569897412
1,340317401;0,915552213;-0,030378294;1,405696646;6,735920629
1,411238803;0,694995676;0,175912009;0,712506731;6,675449754
1,004846637;0,532175273;0,291786714;0,741240913;6,187450208
0,472588579;-0,079227315;0,662341065;0,36846857;3,768337451
1,289203193;0,499327238;-0,855466141;0,817836145;5,565666887
-0,541178046;-0,646084695;0,054440751;-3,324158379;1,229486697
-0,797324823;0,791227381;0,709669575;0,578606351;5,386397374
-1,247481477;-1,081027418;-0,128234553;0,388549469;2,57083975
0,354703228;1,330631006;1,053222673;0,306921586;5,550827128
-0,041410006;0,16444606;0,521094837;-1,625448062;3,615498896
0,501376882;0,140939799;-0,246186527;-0,017626013;4,894662113
2,355338853;1,246636884;0,351848763;0,098544146;6,711389092
1,686021119;0,429202119;0,577658274;0,605078868;6,217464318
-1,331567236;-0,862845232;-1,511478367;-1,437936065;-0,175323725
-0,427735275;-0,667548352;-1,213728858;0,970100945;3,382743756
-0,390659336;0,956356615;2,156037523;1,336213554;6,561337317
1,545305509;2,123625123;2,077611347;-0,030430125;8,908626799
-0,051824203;0,715749144;1,868590362;-0,305813862;5,938632819
1,004763375;1,586809667;0,287996101;0,391054203;6,967680886
1,092229207;-0,094164589;0,124735799;0,182181259;5,264421272
0,266821275;0,057060809;1,836430357;1,071467138;6,412094746
0,304686271;-0,384046557;-1,371200397;-0,026269559;3,328313723
0,448823655;0,301079065;0,473780377;0,026808584;5,273475457
1,578977955;1,592670652;0,235758083;-1,053324957;6,772801681
-1,048843737;-0,043672979;1,653563526;1,011736579;4,929854474
0,784306899;-0,368946257;0,450048193;-0,925764674;4,431329143
-0,156542808;0,557769234;1,259247335;0,94199053;5,843086254
0,196804076;-0,001885537;-0,443408252;-0,940529056;3,541968118
-0,465715903;-1,044290718;-0,485557111;1,279062871;2,499595147
0,731997838;0,622148389;1,488444763;0,899567429;5,808044038
1,11581948;-0,033132379;-0,5458213;-0,534935333;4,226824088
1,422023444;2,013014153;0,455727247;0,325336793;7,05520625
0,389043987;-0,563248795;0,295199577;1,308734671;5,074137007
0,693373299;0,070880081;-0,423606217;0,479653579;4,918882285
-0,201694168;-1,169097915;-1,607245081;-0,508339239;1,391324942
0,890648705;0,690893941;-0,166223355;-0,690213385;4,769254072
1,357387443;0,293712925;-0,956864072;-0,829601634;4,410923621
0,248790468;-0,334710382;1,071866569;0,715100794;4,739675268
-0,917528707;-1,797580281;-0,064109077;0,067839176;1,720944248
